index,tf_name,rss,rss_pval,gene_symbol
CT1-R25,SP2,0.232175656393649,1,AAAS;ABL1;ACOT7;ANLN;ASPM;ATAD2;ATAD5;AURKA;AURKB;BARD1;BIRC5;BOLA3;BRCA2;BUB1;BUB1B;C21orf58;CCNA2;CCNB1;CCNB2;CDC20;CDC25C;CDCA3;CDCA4;CDK1;CDKN3;CENPA;CENPE;CENPF;CENPK;CENPU;CEP295;CHAMP1;CHEK1;CHIC2;CKAP2;CKAP2L;CKS1B;CKS2;CLK1;CLSPN;CORO1C;CS;DEPDC1;DHCR7;DIAPH3;DLGAP5;DYNLL2;ECT2;EFNB2;EID2;ENOSF1;EXOSC2;FANCI;FBXO5;FOXM1;G2E3;GFER;GGH;GINS1;GTF2A1;GTSE1;HMGB2;HMMR;HPRT1;KIF11;KIF14;KIF18A;KIF20B;KIF22;KIF2C;KIF4A;KNL1;KNSTRN;KPNA2;MAD2L1;MAPK8;MASTL;MCM3;MCM7;METTL21A;MKI67;MMS22L;MYBL2;MZT1;NCAPD2;NCAPG;NDC80;NET1;NIN;NUF2;NUSAP1;ORC6;PARPBP;PBK;PCLAF;PCNA;PCNT;POLD3;PRC1;PRPF4;PRR11;PSMG3;PTTG1;RAD51AP1;RAD51C;RFC3;RGS12;RNF2;RPA1;RRM2;SAP30L;SDHA;SGO1;SGO2;SLC11A2;SMC4;TACC3;TK1;TOP2A;TPX2;TUBA1C;TUBB4B;TYMS;UBE2C;UBE2S;UBE2T;VRK1;YEATS4;ZADH2;ZWINT
CT1-R26,AP2B,0.231508117630163,1,ANLN;ATAD2;AURKB;BIRC5;C21orf58;CCNB1;CDK1;CDKN3;CENPE;CENPF;CENPU;CKS1B;CKS2;DLGAP5;GSK3A;HMMR;KIF11;KIF20B;KNL1;MAD2L1;MKI67;MYBL2;NCAPD2;NCAPG;NUSAP1;PCLAF;PRC1;TOP2A;TPX2;TYMS;UBE2C;UBE2T;ZWINT
CT1-R27,KLF3,0.230862982347836,1,ANLN;BIRC5;CCNB1;CDK1;CDKN3;CENPE;CENPF;CENPU;CKS1B;CKS2;DLGAP5;ECT2;GFER;GTSE1;HMGB2;HMMR;KIF11;KIF20B;KNL1;MAD2L1;MKI67;NCAPD2;NCAPG;NIN;NUSAP1;PBK;PCLAF;PRC1;PTTG1;SGO2;TOP2A;TPX2;TYMS;UBE2C;UBE2T;ZWINT
CT1-R28,ZFX,0.230239784073476,1,ANLN;APAF1;ASPM;ATAD2;ATAD5;AURKB;BARD1;BCL9L;BIRC5;BRCA2;BRCC3;BUB1B;C1orf174;C21orf58;CCNA2;CCNB1;CCNB2;CDC20;CDCA2;CDCA3;CDK1;CDKN3;CEMIP2;CENPE;CENPF;CENPK;CENPN;CENPU;CEP192;CHEK1;CKAP2;CKS1B;CKS2;CLSPN;DEPDC1;DIAPH3;DLGAP5;DPM1;ECT2;ENTR1;FANCI;G2E3;GGH;GTSE1;HIRIP3;HMGB2;HMMR;IPO8;KIF11;KIF20B;KIF22;KIF23;KIF2C;KIF4A;KNL1;LMNB2;MAD2L1;MBD3;MCM3;MCM4;MCM7;MFN1;MKI67;MYBL2;NCAPD2;NCAPG;NDC80;NIF3L1;NUF2;NUP37;NUSAP1;ORC6;PBK;PCLAF;PDE7A;POLD3;PRC1;PRR11;PTTG1;RFC3;RRM2;SF3A1;SGO2;SKP2;SMC4;SUV39H2;TACC3;TIMM10;TOP2A;TPX2;TTF2;TYMS;UBE2C;UBE2O;UBE2T;VRK1;YEATS4;ZNF195;ZWINT
CT1-R29,SP1,0.22980844196542,1,AKT2;ANLN;ATAD2;AURKB;BIRC5;C21orf58;CCNA2;CCNB1;CCNB2;CDCA3;CDK1;CDKN3;CENPE;CENPF;CENPK;CENPU;CKAP2L;CKS1B;CKS2;DHCR7;DIAPH3;DLGAP5;ECT2;FANCI;FRMD6;G2E3;GTSE1;HMGB2;HMMR;KIAA0586;KIF11;KIF20B;KIF22;KNL1;MAD2L1;MKI67;MYBL2;MZT1;NCAPD2;NCAPG;NUP88;NUP93;NUSAP1;PBK;PCLAF;PRC1;PRIM1;PTTG1;SGO2;SMC4;STIM2;TACC3;TEX10;TOP2A;TPX2;TSR1;TYMS;UBE2C;UBE2T;VRK1;ZMYM1;ZWINT
CT1-R30,FOXJ3,0.229790619911166,1,ANLN;ASPM;ATAD2;BIRC5;CCNB1;CDK1;CDKN3;CENPE;CENPF;CENPU;CKS1B;CKS2;DLGAP5;ECT2;FANCI;FRYL;HMMR;KIF20B;KNL1;MAD2L1;MKI67;NCAPG;NUF2;NUSAP1;PCLAF;PRC1;SMC4;TOP2A;TPX2;TYMS;UBE2C;UBE2T;VRK1;ZWINT
CT1-R31,SP4,0.227164329088143,1,ANLN;ASPM;ATAD2;BIRC5;BRCA2;C21orf58;CCDC127;CCNA2;CCNB1;CCNB2;CDK1;CDKN3;CENPE;CENPF;CENPK;CENPU;CKS1B;CKS2;DIAPH3;DLGAP5;ECT2;FANCI;FBXO5;GTSE1;HMGB2;HMMR;KIF11;KIF20B;KNL1;MAD2L1;MKI67;NCAPD2;NCAPG;NUSAP1;PBK;PCLAF;PRC1;RAD51AP1;RFC4;RRM2;SGO2;SIGMAR1;SMC4;TOP2A;TPX2;TYMS;UBE2C;UBE2T;VRK1;ZWINT
CT1-R32,PRDM6,0.227084480621222,1,ANLN;ASPM;ATAD2;ATAD5;AURKB;BIRC5;CCNA2;CCNB1;CDK1;CDKN3;CENPE;CENPF;CENPU;CHEK1;CKAP2;CKS1B;CKS2;CLSPN;DLGAP5;FANCI;HMMR;KIF14;KIF20B;KNL1;MAD2L1;MCM3;MKI67;NCAPG;NUF2;NUSAP1;PBK;PCLAF;PHTF2;PRC1;RFC3;SGO2;SMC4;TOP2A;TPX2;TYMS;UBE2C;UBE2T;VRK1;ZWINT
CT1-R33,HXC10,0.224115864540699,1,ANLN;ASPM;AURKB;BIRC5;CCNA2;CCNB1;CDK1;CDKN3;CENPE;CENPF;CENPU;CKS1B;CKS2;DLGAP5;GPAA1;GTSE1;KIF20B;KNL1;MAD2L1;MKI67;NCAPG;NUF2;NUSAP1;PBK;PCLAF;PRC1;SMC4;SRGAP2B;TOP2A;TPX2;TYMS;UBE2C;UBE2T;ZWINT
CT1-R34,TBX15,0.22277493672147,1,ANKRD40;ANLN;ASPM;ATAD2;AURKB;BIRC5;C21orf58;CCNA2;CCNB1;CDC25C;CDCA3;CDK1;CDKN3;CENPE;CENPF;CENPK;CENPN;CENPU;CEP97;CHEK1;CKAP2L;CKS1B;CKS2;CLSPN;COQ9;DEPDC1;DIAPH3;DLGAP5;ECT2;FANCI;FGFR3;G2E3;GGH;GPATCH11;GTSE1;HMGB2;HMMR;KIF11;KIF20B;KIF22;KIF4A;KNL1;LMNB2;MAD2L1;MCM3;MCRS1;MKI67;MZT1;NCAPD2;NCAPG;NDC80;NUSAP1;PBK;PCLAF;POLD3;PRC1;PTTG1;RRM2;SGO2;SMC4;SPDL1;TACC3;TOP2A;TPX2;TYMS;UBE2C;UBE2T;VRK1;ZWINT
